safe_text,label,agreement
important vaccinate vaccineswork user measles update user says working w user,1.0,1.0
dont think ever understand peoples reasons getting vaccinated vaccinating kids explain,1.0,0.6666666666666666
cia vaccination campaigns spy ops via user harm protected medic status ruse linger,-1.0,0.6666666666666666
measles outbreak prompts vaccination debate political debate rages measles outbreak spreads,0.0,1.0
people need get children vaccinated bad diseases coming back,1.0,1.0
vaccine brain damage cover implodes user user discussing cdcwhistleblower user,-1.0,1.0
vaccines childrens clinic,0.0,0.6666666666666666
know get infected measles airborne transmission wtf,0.0,1.0
access fitchburg school limited amid measles scare read neighbors fitchburg,0.0,1.0
user user deadly kids allergies joke deadly child measles vaccinate every1,1.0,1.0
measles 717,0.0,0.6666666666666666
user topic makes scared bring kids modern society time start looking private schools mandate vaccines,1.0,1.0
user gop stop blaming immigrants first ebola measles diseasesbrought ancestors ainf,1.0,0.6666666666666666
already cure measles,0.0,1.0
user user cant attend school unless vaccinated,0.0,1.0
dont vaccinate children shitty parent end story,1.0,1.0
citizen kingdom god assignment diplomatic immunity fear man,0.0,1.0
top colorado doctor says adults worried measles get vaccination measles outbreak,1.0,1.0
user nah idiot someone doesnt allow kids vaccinated,1.0,1.0
kids need vaccinations late 19thcentury maps show measles mortality vaccines,1.0,1.0
measles fears spread nj amid suspected case,0.0,1.0
baby vaccination day shes getting measles one early fuckwits chicago dont vaccinate ensuring problem,1.0,1.0
loving measles poster making spirit today,0.0,1.0
baseball coach santa monica high contracts measles,0.0,1.0
im sick hearing people vaccinating children sick hearing peoples freedom insane dangerous things,1.0,1.0
one risky childrena vaccination going get school car,0.0,0.6666666666666666
odds kid measles uses lab room user,0.0,1.0
user parents refuse get kids immunized charged reckless endangerment kid gets another sick,1.0,1.0
rt user vaccinations measles medicaid expansion user,0.0,1.0
centers disease control years flu vaccine doesnt work health flu cure failure sick cdc really,-1.0,0.6666666666666666
user ty fought hard 2 vaccinate kids yrs ppls judgements dont get hurt get smart,-1.0,0.6666666666666666
vaccinate people user 15 tarrant county measles cases five denton co traced megachurch,1.0,0.6666666666666666
hb1251 new providing health insurance coverage immunizations administered pharmacy pharmacist,0.0,0.6666666666666666
a4077 new revises codifies schedule childhood lead screening along immunization wellness,0.0,0.6666666666666666
fridays immunity challenge walking backwards safe time sure watch back,0.0,0.6666666666666666
70s healthnut parents didnt vaccinate childhood like important,1.0,0.6666666666666666
user people complain live longer releasing tension increases immunity improves overall health well good news,0.0,1.0
austerity vaccine crisis parasite pandemic potential drains life killing slowly occupywallstreet,0.0,1.0
user compensation autism brain damage illnesses vaccine court via user,0.0,0.6666666666666666
seek bear w see state ppls hearts storytelling autism vaccineinjury,0.0,0.6666666666666666
user conservative neurosurgeon ben carson says vaccines public health issue 1 thing agree,-1.0,0.6666666666666666
measles case confirmed plano isd school,0.0,1.0
user youre reason people think vaccines cause autism,1.0,1.0
newsingle smokendrink manymenrecords mmr studios,0.0,1.0
bdnwz measles kiddie parties thing gdnwz misinformed arrogant parents year awards,1.0,1.0
user ok whats good u say politics borders wide open vaccines killing kids devaluation,-1.0,1.0
user news 330 measles cases four months england health jenny mccarthy visited lately,0.0,0.6666666666666666
three babies cured hiv given vaccine birth via user,0.0,0.6666666666666666
wants shot autism juicei mean measles vaccine thingsmydoctorsays user,-1.0,1.0
user lets use ebola step say vaccineswork flu dangerous kills thousands also mmr polio,1.0,0.6666666666666666
user user user user user 12million children autismvaccine link,1.0,1.0
user go get ryno middle school vaccinations big shots tots ouachita parish health unit,1.0,1.0
dont bring measles ampamp ebola shit baltimore,0.0,0.6666666666666666
user vaccine truth,0.0,0.6666666666666666
user hell yeah think thinks baby immunity something,0.0,0.6666666666666666
user measles may hit wisconsin dammit,1.0,1.0
user still feel bad please dont scared immunizations2012,1.0,0.6666666666666666
user schumer wants measles vaccine accessible,1.0,1.0
23 yet way immunize give 3 measles vac rare cases causes brain damage believe caused autism,-1.0,0.6666666666666666
treat people obtained disease also provide vaccinations reside area,1.0,1.0
new bexar co district attorney nico lahood vaccinations cause autism brian chasnoff,-1.0,1.0
vaccine scare leads measles epidemic uk,0.0,1.0
marketing message antivaxers focus weak amp sick risk amp cant vaccinate dont focus facts,1.0,0.6666666666666666
article rted u choose get vaccinated youre ignorant dont even give whole cause autism,1.0,1.0
user literally matter theres way mine could low blizzard bad mmr,0.0,1.0
hope get measles,0.0,1.0
last vaccine aurora health care occupational health,1.0,1.0
kids night earthfare time watch parents douse everything little angels touch sanitizer preventing immunities,0.0,1.0
user user vaccine injure tens thousands flushot,-1.0,1.0
important vaccinate care baby pigs,1.0,0.6666666666666666
editorial remove philosophical exemption vaccine requirements school entry michigan danger,0.0,1.0
user user user user user even vaccine child still risk catching disease,0.0,0.6666666666666666
user user user parents would longer able rely herd immunity protected children,1.0,1.0
honestly dont believe immunization passed new law starting year need specific shots get school,-1.0,1.0
study 95000 kids finds link mmr vaccine autism,1.0,1.0
really mmr shots,-1.0,1.0
need vaccine user 60 deaths far ebola guinea 30 sierra leone user alert,1.0,1.0
user parents need get mmr booster shot claim vaccines cause autism disorders provenis,1.0,0.6666666666666666
pro safety doesnt make antivaxer makes educated consumer cdcwhistleblower cdcfraud mykidmatters vaccineinjuryisreal,-1.0,0.3333333333333333
wants immunity wants scandal,0.0,1.0
user great info today esp reemerging measles antigluten fad ty,0.0,0.6666666666666666
chicken pox kids vaccinated nasty itchy spots small scars little beauty,1.0,0.6666666666666666
user user user user understanding could get individual shots instead combo vaccines safer,-1.0,0.3333333333333333
user immunities baby immunities,0.0,0.6666666666666666
user user amp vaccines arent new social diseases arent actually say mislabled,0.0,1.0
finally heard jenny mccarthys son autism apologize dead kids didnt get vaccines,1.0,0.6666666666666666
user gates foundation pledges 155 billion immunize poor children user wowzers,1.0,0.6666666666666666
reading fb comments measles articles great entertainment,0.0,1.0
eric holder forcing send babies start school illegals immunization shots,1.0,0.6666666666666666
aids n qhpv vaccine reduces risk costs among older hivpositive msm treated hgain,1.0,0.6666666666666666
isnt news talking measles wiped came back cuz dumbass ppl dont vaccinate kids,1.0,0.6666666666666666
tmlt also dont get flu vaccine know safe im letting rest school guinea pigs vaccine suckers,-1.0,1.0
mountain glorious day cherry blossoms lunch w pal outside drive bellevue get mmr shot yay,0.0,0.6666666666666666
user hmcheck wounds may infection vaccines arent date may disease regardless bring vet,0.0,0.6666666666666666
user partial agreement measles cases result law large numbers coincidence user media obfuscation,0.0,1.0
theyre heeeere dc confirms case measles,0.0,0.6666666666666666
vaccinate kids,1.0,1.0
user nice discussion user vaccines 101 kidney transplant recipients nephpearls,0.0,1.0
last one vaccinate damn children swear god hear vaccination autism shit one time im going kill,1.0,1.0
wont say politically correct vaccinate kids get poliovirus idiots,1.0,1.0
user omg day got drunk af 7 pm wow mmr,0.0,1.0
gave adorable little asian kid piece chalk could draw chalkboard waiting immunizations ate,0.0,0.6666666666666666
didnt get vaccinatedampwe survived smallpox measles mumps amppolioampsurvived dadnou didnt smallpoxyes ampi survived,-1.0,0.6666666666666666
njoying moments life mmr,0.0,1.0
people vaccinate kids outbreaks happen people think get autism educate,1.0,1.0
vaccinated kids yesterday rt user 90 flurelated pediatric deaths occur didnt get vaccine fluvaxstats,1.0,1.0
measles outbreak vaccinate vaccinate,0.0,0.6666666666666666
stick science dont want measles back nowaydrjay,1.0,1.0
wonder many measles cases walking around heresure plenty sick candidates user,0.0,1.0
people vaccinated truth parroting words context dont even understand bless heart cmon son,0.0,0.6666666666666666
user user user user user user r double blind studies showing vaccines work,-1.0,1.0
yo 100 mugs user nuff said mmr mixmasterrod follow photobomb picsoftheday splat,0.0,1.0
measles cases ventura county prompt vaccination advisory two visitors europe suspected falling,1.0,0.6666666666666666
user never understand parents dont get kids vaccinated,1.0,1.0
come pray mmr marian gardens,0.0,1.0
watched mmr truck hit cat bastereds,0.0,1.0
dont know causes autism know vaccines dont,1.0,1.0
ask bumps already shingles chicken pox measles,0.0,1.0
user frnw doubt immunity open lips truth lerner,0.0,1.0
user user user injuries amp death hpv vaccine heres 1 article many simple google search,-1.0,1.0
user whats increase reported measles tb past five years,0.0,1.0
2 babies die 29 sickened bad vaccines south mexico mexicos public health system suspended infant,0.0,0.6666666666666666
mmr x db deigner,0.0,1.0
say brooklyn biggie mogul presents franchise liaison problems official video mmr,0.0,1.0
measles cases 18year high parents failing get children vaccinated,1.0,0.6666666666666666
worried measles outbreak local doctors answer questions 4630pm click kprc2,0.0,1.0
take toxin vaccine youll get cancer autism wont like hugs thefence timminchin everythingischemical,-1.0,1.0
ya ready con user pala caravana de houstontexas saludos tura un gran abrazo mmr mbc user user ted,0.0,1.0
pissed blood test see measles vaccine still good idiot parents dont vaccinate punished,1.0,1.0
taxpayer money wasted cdc canada comes vaccine pitiful,0.0,1.0
mmr meets bliss thursday august 20 ladiesfree 11 user user hot97,0.0,1.0
user cant brother awful reaction friends child developed autism first vaccines,-1.0,1.0
s2295 new department healthimmunizations,0.0,0.6666666666666666
vaccinations important rt user measles cases california outbreak keep rising almost 80,1.0,0.6666666666666666
cat vomit toddler tantrums kindergarten party 20 kids patching scrapes amp writing measles amp religion thisday,0.0,1.0
user themeasles think 3 day measles child concernedi 56 yrs old,0.0,1.0
aids vaccine created oregon health amp science university supposed completely clear virus system,1.0,1.0
parents warned vaccinating kids may turn gay via user,-1.0,0.3333333333333333
user need ask measles outbreak illegalswhere fit epidemic chainnear beginning,0.0,1.0
take kids playground amp get measles another parent wont get kids vaccinated im busting heads,1.0,1.0
sb383 enroll providing immunity civil criminal liability certain health care providers performi,0.0,0.6666666666666666
gov christie parents choice whether vaccinate kids,0.0,0.6666666666666666
love like measles go also like measles take goodnight,0.0,1.0
user father boy leukemia asks california school officials bar unvaccinated students vaccineswork,1.0,0.6666666666666666
user yes ill take vaccines amp please keep ur unvaccinated kids away mine go live ur paranoiafilled cave,1.0,0.6666666666666666
user simple vaccinate kids end,1.0,1.0
new measles cases confirmed san mateo marin counties,0.0,1.0
dr nicole bates imagine global health policy system vaccineswork,1.0,1.0
user yas argument medically necessary vaccinate child relies solely everyone else vaccinating,1.0,0.6666666666666666
pete carroll blew super bowl going im going disneyland catch measles,0.0,1.0
user nyc measles outbreak spreads lower east side,0.0,1.0
california lawmakers aim limit vaccine exemptions,1.0,1.0
nbc5chicago get full disclosure measles kids whereabouts past weeks,0.0,0.6666666666666666
fuckn ball wit user n whole mmr team hate leave got go next time im,0.0,1.0
user user user user user survived measles amp lifetime natural immunity,0.0,1.0
measles outbreak az monitored locally health workers colorado monitoring developments arizona,0.0,0.6666666666666666
autism family losing home click donate via user autism autismawareness vaccine injury,0.0,0.6666666666666666
taylees getting second round immunizations today feel bad baby avera mcgreevy clinic west,1.0,0.6666666666666666
user 40 vaccines contain aluminum conditions associated aluminum exposure cdcvax,-1.0,1.0
user jenny mccarthy gets crucified twitter antivaccination beliefs get kids vaccinated,1.0,0.6666666666666666
parts africa people vaccinated measles us user,0.0,0.6666666666666666
user user user vaccinations work safe choice herd immunity fails people die idiots,1.0,1.0
girls first casserole inside ohh turn stuffed pepper growingup yum courtesy mmr,0.0,1.0
im mmr station 22 mount pleasant mi,0.0,1.0
user obamacare remedies available citizens harmed due site hacking sue us gov sovereign immunity,0.0,1.0
childrens museum houston offer free vaccinations,1.0,0.6666666666666666
case measles suspected baltimore county child baltimore county child tested measles visiting,0.0,1.0
apparently nasal spray live culture flu vaccination isnt going work desmond keeps throwing poor baby sadface,-1.0,0.3333333333333333
something super bowl katy perry vaccinations katy perry giving children vaccines halftime idk stay relevant,0.0,1.0
scientist recalls 198890 outbreak 12000 angelenos caught measles disease researcher worked,0.0,1.0
im emos death 1979 vaccines 603 red river st e 6th st austin w 17 others,0.0,1.0
user watch volunteers risking lives vaccinate children areas held isis,1.0,1.0
im totally going disneyland ive measles vaccination lines shorter,1.0,1.0
jesus didnt vaccinate neither kids dumbest thing ive ever heard,1.0,1.0
vaccinations hope get measles,1.0,1.0
user since im diabetic heart patient need take measles vaccine,0.0,0.6666666666666666
cdc coverage 2013 national immunization survey infographic vaccines,0.0,1.0
poor baby getting vaccines today home sweet home,1.0,1.0
user flu vaccine small amounts mercury bad build immune system healthy lifestyle,-1.0,0.6666666666666666
user vaccinations must requirement many infants vaccinated r u guys willing risk lifes,1.0,1.0
user measles vaccine safe effective amp kids need booster mapit,1.0,1.0
amnews new forms vaccines offer promising results even recent type vaccine uses harmless virus,0.0,0.6666666666666666
troubling hearing parents wont vaccinate children,1.0,1.0
2 everything home 2 tuesday marjais meet w tyratonique host mmr,0.0,1.0
seriously people get kids vaccinated like never understand people benefits way risks wayy,1.0,1.0
issue important vaccinate children user takes stage aacon15,1.0,1.0
finally getting immunization records school,1.0,0.6666666666666666
parents didnt get kids measles vaccination take hospital get,1.0,0.6666666666666666
nothing pisses young mothers know nothing microbiology immunology refusing vaccinate child,1.0,1.0
parents vaccinating kids feel free walk edge earth,1.0,1.0
5 things know san diegos measles outbreak,0.0,1.0
user measles outbreak bc ignorant parents refuse vax kids action reqd cdc 2 allow child wo vac 2 attend,1.0,1.0
user user today blocked autism parent support group nj vocal parent proponent vaccination,0.0,0.6666666666666666
bottom line vaccinate children guys,1.0,1.0
user grandsons pediatrician acknowledged vaccine injuries amp provided waiver voluntarily receive vaccines,-1.0,1.0
user user say misting fly neighborhoodsamp mist vaccinations kids outside ie playground ampbus stops,0.0,0.6666666666666666
dont vaccinate kids youre uneducated dumbass parent deserve charged child abuse,1.0,1.0
passed chex exams got vaccinated amp tested cant wait get uniformamp get placed user childlife love choc,1.0,1.0
user user allow interrupt rq vaccines way shape form related autism,1.0,1.0
sb121 passed meningococcal diseasepupils immunized recommended age,0.0,0.6666666666666666
hah ha ha fucking vaccinate children,1.0,0.6666666666666666
miners fight field pregame learned fast mmr utep,0.0,1.0
measles outbreak centered disneyland may declared friday measles outbreak started,0.0,1.0
stuffconz fear grows measles outbreak medical authorities fear measles outbreak could spread hundreds,1.0,0.6666666666666666
yup sky still blue user icymi vaccines clearedagainin autism risk debate,1.0,1.0
im mmr station 24 weidman mi,0.0,1.0
14 people disneyland measles outbreak unvaccinated 100 fault claims propaganda,-1.0,0.6666666666666666
user un stops syria vaccine campaign 15 children die,-1.0,0.6666666666666666
user jijijiji mmr acabo de ver tus tweets apenas,0.0,1.0
tarrant county confirms another measles case tarrant county another measles case,0.0,1.0
user flu shots never proven protect getting flu vaccine company uses scare tactic,-1.0,0.6666666666666666
dont act surprised gtyikes thousands bart commuters may exposed measles,1.0,0.6666666666666666
user rtuser study finds link immunizations autism,1.0,1.0
user epa knows 4ppm fluoride killed 4 million babies last yr toxic mix fluoride vaccines whistleblow,-1.0,1.0
reminder work health eat rightexercisevaccines protect others handwashing flushot home sick,1.0,0.6666666666666666
jim think worthy opponent dwight correct unless happen measles present,0.0,1.0
user maybe woke measles,0.0,1.0
user one mangeridden raccoon apparently w diseases causing hair loss wild animals dont mange immunity,0.0,1.0
kenya one countries children missed vaccinations 2013 tetanus one user user,1.0,1.0
user got measles outbreak disney land,0.0,1.0
million pledges vaccinate world kids britain 1570 norway 969 united states 800,1.0,0.6666666666666666
actual debate vaccinating kids nobrainer like calling 3 running plays halfyard line,1.0,1.0
measles mumps novella,0.0,1.0
user 8yrold son autism would amp absolutely vaccinatedhis life worth healthy,1.0,1.0
user cdcwhistleblower autism vaccines 1 vaccines cause autism,1.0,0.6666666666666666
user user someone got measles vaccine chance recurring poor kid got ear infection,-1.0,0.3333333333333333
vaccines important health need affordable better access implementation,1.0,1.0
user previously vaccinated peoples antibodies low get disease adults good,0.0,0.6666666666666666
health district offers nocost immunizations uninsured children southern nevada health district,1.0,0.6666666666666666
user saddest part dont keep crazy son autistic fheads like insult idiocy,1.0,0.6666666666666666
power truth rally 2005 10 years later trace amounts documentary mercury vaccinesinjure cdcwhistleblower,-1.0,0.6666666666666666
vaccines give children opportunity live full potential vaccineswork,1.0,1.0
cancer vaccine proven safe,1.0,1.0
da homie user posted club illusions thenationway mmr bboyent teamfreepour,0.0,1.0
california measles outbreak grows,0.0,1.0
rtuser user parents doctors politici stop measles whooping cough outbreaks,1.0,0.6666666666666666
refuse vaccinate kid think increases risk developing autism really dumb real,1.0,1.0
turesday psa cdc says soap watergt running watergt hand sanitizer preventing spread disease wash yo handz get yo vaccines,1.0,0.6666666666666666
measles churro cart user,0.0,0.6666666666666666
today1885louis pasteur successfully tested antirabies vaccine child later became pasteur institute director,1.0,0.6666666666666666
geeked start school immunizations unity,0.0,0.6666666666666666
guess got mmr shot early cautious healthy baby babyemily sfv panoramacity user,0.0,0.6666666666666666
user vaccinate kids doesnt want others,0.0,0.6666666666666666
user user user putting kids risk theyre vaccinated dont fall propaganda,-1.0,0.6666666666666666
two things arent even viruses earth would vaccinate autism makes sense user user,0.0,0.6666666666666666
two new cases measles hit city two new cases measles reported city raising total,0.0,1.0
user average people complain live longer releasing tension increases immunity boosts health user,0.0,1.0
parents must vaccination children,1.0,1.0
user measles outbreak spreading amp reignited vaccine debate side really brainervaccinate,1.0,0.6666666666666666
help please user rt happymothering doctors change names diseases vaccines work via user,-1.0,0.6666666666666666
choked sip soda drank woman shoved told stop spreading measles thanks antivaccers,1.0,0.6666666666666666
ebola vaccine trials set begin september officials world health organization said first,0.0,0.6666666666666666
historical amp scientific critique theory vaccines prevent amp lowered disease rates,-1.0,0.6666666666666666
figured crazy antiscience people running around unvaccinated time mmr,1.0,1.0
home safe mmr best ever well didnt go would know,0.0,1.0
baby girl got 4 immunizations today,1.0,0.6666666666666666
aids n patients hiv may need additional mmr immunization,0.0,1.0
vaccinate prevent death convenience vaccines prevention pediatrics,1.0,1.0
rt user unvaccinated youre 35k times likely die measles win powerball healthcare,1.0,1.0
elb combo vaccine causes autism son elijah taken state wife diagnosed autism likel,-1.0,1.0
experts emphasize vaccination measles cases spread,0.0,0.6666666666666666
ages places working together save children user vaccineswork,1.0,1.0
arizona pinal county health officials confirm eight cases measles total 10 cases confirmed user,0.0,1.0
mighty mmr music money records,0.0,1.0
cuz time 1970s law passed 4all school age kidsprego womenn infants 2b mandatory vaccinescoincidence nope,-1.0,0.3333333333333333
like imagine 1 100 children coming home great time disney get measles like dude wtf,0.0,1.0
user user go away 3 kids vaccinated try approaching people nicely might care say,1.0,1.0
measles outbreak need know,0.0,1.0
user user aaaaaaaand thats theyre called autism vaccines,0.0,0.6666666666666666
7 flu deaths cuyahoga cty vaccineseasy 2 get amp free 4 straights freegtgtobamacare chip medicaid amp medicare user,1.0,1.0
cdc admitting omitting vaccine study data showing 340 increased risk autism user vetosb277,-1.0,0.6666666666666666
fake like dying slow death wit vaccine real eternal healthy dose taken today,0.0,0.6666666666666666
user spare vaccines necessary required,1.0,1.0
something dont get even vaccines cause autism dont would vaccinating ever preferable option,1.0,0.6666666666666666
user im survivor chicken pox measles amp mumps 4 sisters,0.0,1.0
yall start thinkin crazy vaccination shot chicken pox measles shit,0.0,0.6666666666666666
user esp mercury free vaccines available,1.0,0.6666666666666666
user ohio measles outbreak biggest us since 1996,0.0,1.0
get fucking baby vaccinated damn,1.0,1.0
yes chosen delayed schedule user kids vaccinated tweet user thoughtsquestions,0.0,0.6666666666666666
teaching kiddos stay healthy winter immuniteaclove cinnamon make,0.0,0.6666666666666666
unfortunately way ppl r going 2 realize vaccines r necessary children amp adults start dying preventable diseases,1.0,1.0
user make sure everybody gets vaccinated checked money spread awareness disease cancer ensurancesave30,1.0,1.0
user thats always carry raincoatsometimes measles umbrella wont cut hope everything works,0.0,0.6666666666666666
autism vaccines,-1.0,1.0
user vaccine injury compensation programs cdcwhistleblower vaxtruth,-1.0,0.6666666666666666
bad repubs cut cut cut budget cdc likely would vaccine ebola,1.0,0.6666666666666666
health district 2 possible measles cases reported near reno,0.0,1.0
whoever ebola vaccine going make lot money amp give thanks cdc,0.0,1.0
aids n children hiv often lack measles immunity half children infected hiv birth dont,0.0,0.6666666666666666
mississippi west virginia two states dont allow nonmedical vaccination exemption,-1.0,0.3333333333333333
people freaking ebola patient coming unmc worry afraid parents vaccinating kids,1.0,1.0
excited mmr bbq today going freaking awesome going ill see,0.0,1.0
political support crucial reach fifth child vaccines,0.0,0.6666666666666666
live world people dont vaccinate kids amp seriously debate thats ok take,1.0,1.0
aids n many cooks might elusive secret ingredient hiv vaccine estimated close 37,1.0,0.6666666666666666
user think disneyland measles started newlyvaccinated workersno news report dispelled theory,-1.0,0.3333333333333333
vaccinate freaking kids,1.0,1.0
user ridiculous even let kids school dont want exposing kid vaccinated kids arent,1.0,0.6666666666666666
timely user ny health dept measles patient boarded amtrak train penn station nerdland,0.0,0.6666666666666666
user gop stop blaming immigrants first ebola measles diseasesbrought ancestors ainf,1.0,0.6666666666666666
vaccinate child unless doctor,-1.0,0.6666666666666666
user 1 5 children wo lifesaving vaccines pls change amp put immunizationfirst user summit agenda,1.0,1.0
know youre 90s kid vaccinations mandatory nobody class got measles,1.0,1.0
coconutwater amazing health healing healthy immunity digestion longevity wellness natural,0.0,1.0
user pants fire rush limbaugh blames measles outbreak immigrant children tntweeters uniteblue stupidity contagious,1.0,0.6666666666666666
user mother 3kids autism believe vaccines nothing think autism overly diagnosed also,1.0,1.0
disney tie hides biggest measles risk adults catch bloomberg business,0.0,1.0
whenever encounter antivaccination person list things likely cause autism would never give,1.0,1.0
dallas legislator wants reduce vaccine exemptions state rep jason villalba rdallas said goal,0.0,1.0
user better measles tamiflu,0.0,0.6666666666666666
tougher vaccination rules greet parents backtoschool time nears strict new rules state,1.0,0.6666666666666666
user pretty sure headline parents taking unvaccinated children public linked measles outbreak vaccinate,1.0,1.0
vaccinated baby hot yoga,1.0,0.6666666666666666
baby doesnt vaccinated neither yorkie,1.0,1.0
measles vaccine doesnt increase risk autism according study vaccine measles mumps rubella,1.0,0.6666666666666666
user user ended dead within 24 hours vaccinated regardless study,-1.0,1.0
user vaccine truth,0.0,0.6666666666666666
sadly id much rather child grow autism risk child fatal measles outbreak vaccinateyourkids user,1.0,1.0
measles outbreak makes way ventura county,0.0,0.6666666666666666
bancalifornia moms love measles effect user,0.0,0.6666666666666666
poison ivy vaccines id pay good money shit,1.0,0.6666666666666666
another milestone first set immunizationsbaby harper took shots like champ,1.0,1.0
rt user attn america giving vaccine prevents cancer hpv way bad kids cont,1.0,0.6666666666666666
talk selfish stupidity cant believe one fraudulent doctor gotten us place vaccines feared sad,1.0,1.0
theres way parents vaccinate kids,1.0,0.6666666666666666
user would interesting know measles outbreak started illegals vaccinatedgood investigation required,1.0,0.6666666666666666
law order svu s10 e19 case measles aired 2009 2015 living,0.0,1.0
everything carries risk benefit comes higher form questions asked vaccineswork,1.0,1.0
get kids vaccinated grow makesafehappen,1.0,1.0
major finding isc14 user user vaccines reduce risk strokes children via user,1.0,1.0
measles case confirmed oakland county vaccinations offered oakland county offer measles measles mumps,0.0,0.6666666666666666
child visiting marthas vineyard diagnosed measles child visiting marthas vineyard another state,0.0,1.0
user im asking bring awareness hpv vaccine usually hpv harmless 10 chance cause cervical cancer sohvpvaccine,1.0,0.6666666666666666
mango pain vaccines poor baby,0.0,0.6666666666666666
version drakes 6god link bio jennifair mmr somage somage studios,0.0,1.0
letting nixon hook massive criminality granted kind sovereign immunity life historical ambiguity death,0.0,1.0
lets send measles isis via illegals us,0.0,1.0
vaccinations mandatory safety kid definitely safety others,1.0,1.0
heres proof mmr measles vaccine insert says causes measles,-1.0,1.0
user user well aware dangers measles nearly died age 9 vaccinating children cruel,1.0,1.0
